Employee_ID,Department,Employee_Level,Expense_Type,Expense_Amount,Approved_Amount,Submission_Delay_Days,Employee_Rating,Years_With_Company,Has_Receipt,Country,Is_Fraudulent,Claim_Difference,Approval_Ratio
E2014,Finance,Mid,Client Entertainment,936.76,781.06,12,3.1,7,1,India,0,155.7,0.83
E2015,HR,Mid,Food,325.03,279.62,25,2.2,4,1,USA,1,45.41,0.86
E2016,IT,Senior,Travel,576.27,572.15,7,2.3,7,1,USA,0,4.12,0.99
E2017,IT,Junior,Supplies,1746.14,1736.83,5,2.0,11,1,India,1,9.31,0.99
E2018,Operations,Mid,Client Entertainment,1032.52,753.14,28,2.0,0,1,India,0,279.38,0.73
E2019,Finance,Mid,Stay,1538.67,1325.47,7,4.8,12,1,USA,0,213.2,0.86
E2020,Sales,Junior,Travel,1123.53,1061.88,18,4.8,9,1,India,1,61.65,0.95
E2021,Operations,Mid,Client Entertainment,1494.85,1153.0,23,4.0,8,1,UAE,1,341.85,0.77
E2022,HR,Senior,Client Entertainment,1222.3,1130.83,23,4.2,3,1,USA,0,91.47,0.93
E2023,Operations,Senior,Stay,621.47,598.84,11,3.5,8,1,Singapore,0,22.63,0.96
E2024,Finance,Junior,Stay,1242.73,1116.9,0,2.7,7,1,Singapore,1,125.83,0.9
E2025,IT,Junior,Stay,618.89,494.07,3,4.7,7,1,Singapore,0,124.82,0.8
E2026,IT,Junior,Travel,1371.75,1340.11,22,2.8,12,1,India,1,31.64,0.98
E2027,Sales,Senior,Stay,1087.09,1049.1,12,4.2,11,1,UAE,1,37.99,0.97
E2028,Operations,Junior,Supplies,1007.51,921.62,29,2.7,1,0,India,1,85.89,0.91
E2029,IT,Senior,Client Entertainment,824.59,667.17,26,4.6,14,1,India,0,157.42,0.81
E2030,Sales,Junior,Stay,1319.38,1237.01,16,4.0,14,1,USA,0,82.37,0.94
E2031,Finance,Mid,Client Entertainment,936.94,744.71,18,3.9,13,1,India,0,192.23,0.79
E2032,HR,Mid,Food,236.04,183.14,18,2.3,2,1,India,0,52.9,0.78
E2033,HR,Senior,Food,314.3,268.57,21,3.3,9,1,India,0,45.73,0.85
E2034,Operations,Junior,Stay,492.29,491.87,4,3.6,8,1,India,0,0.42,1.0
E2035,Sales,Mid,Client Entertainment,1313.67,1236.56,27,2.9,2,1,UK,1,77.11,0.94
E2036,IT,Junior,Food,1344.1,1235.14,10,4.6,13,1,India,1,108.96,0.92
E2037,Finance,Senior,Stay,1130.0,944.23,6,4.5,13,1,USA,0,185.77,0.84
E2038,Finance,Senior,Client Entertainment,1125.76,893.39,2,3.5,7,1,UAE,0,232.37,0.79
E2039,IT,Junior,Stay,1578.45,1510.22,10,3.0,4,1,USA,1,68.23,0.96
E2040,IT,Senior,Client Entertainment,1137.14,989.67,16,4.4,13,0,USA,1,147.47,0.87
E2041,Operations,Mid,Food,1255.24,1184.92,10,2.6,6,1,UAE,0,70.32,0.94
E2042,HR,Junior,Stay,995.7,842.69,14,2.2,3,1,India,0,153.01,0.85
E2043,HR,Mid,Food,815.58,755.38,18,2.1,7,1,USA,0,60.2,0.93
E2044,Finance,Junior,Stay,887.91,852.68,7,2.1,3,1,Singapore,1,35.23,0.96
E2045,Operations,Senior,Travel,1820.31,1487.95,15,3.5,4,1,UAE,0,332.36,0.82
E2046,Sales,Senior,Food,565.31,398.02,20,2.8,13,1,USA,1,167.29,0.7
E2047,Finance,Junior,Food,1125.72,874.1,14,4.1,0,1,India,1,251.62,0.78
E2048,Sales,Mid,Supplies,393.84,383.79,2,4.0,9,1,UAE,0,10.05,0.97
E2049,HR,Senior,Food,755.79,684.95,29,3.6,7,1,India,0,70.84,0.91
E2050,Finance,Executive,Client Entertainment,1309.53,1206.29,23,3.1,6,1,India,1,103.24,0.92
E2051,HR,Mid,Stay,276.02,220.15,5,4.6,10,1,India,0,55.87,0.8
E2052,HR,Executive,Travel,1361.9,1239.85,2,4.1,4,1,USA,0,122.05,0.91
E2053,Finance,Mid,Client Entertainment,1819.02,1625.99,29,2.8,5,1,UK,1,193.03,0.89
E2054,Operations,Mid,Client Entertainment,1146.06,863.57,4,3.5,0,1,Singapore,0,282.49,0.75
E2055,Sales,Senior,Client Entertainment,1504.77,1490.63,0,2.5,7,0,UK,0,14.14,0.99
E2056,Sales,Mid,Client Entertainment,1099.22,886.2,21,3.0,8,1,India,1,213.02,0.81
E2057,HR,Mid,Travel,1284.44,1025.99,13,5.0,10,1,USA,0,258.45,0.8
E2058,IT,Mid,Supplies,1181.51,957.9,11,2.7,4,1,UK,0,223.61,0.81
E2059,Sales,Senior,Food,795.98,579.09,12,4.1,9,1,USA,1,216.89,0.73
E2060,HR,Senior,Client Entertainment,760.13,674.6,13,2.7,6,1,UAE,0,85.53,0.89
E2061,Finance,Mid,Food,1472.58,1136.23,24,4.8,9,1,Singapore,0,336.35,0.77
E2062,HR,Junior,Food,983.11,925.1,11,2.9,12,1,USA,0,58.01,0.94
E2063,Sales,Mid,Client Entertainment,943.29,771.85,22,3.0,3,1,India,0,171.44,0.82
E2064,HR,Mid,Supplies,935.01,783.13,26,3.8,14,1,UK,1,151.88,0.84
E2065,Finance,Junior,Food,1122.56,1003.49,12,3.8,5,1,UAE,0,119.07,0.89
E2066,Sales,Senior,Stay,525.79,488.23,23,3.7,1,1,India,0,37.56,0.93
E2067,IT,Mid,Food,927.14,713.28,5,3.7,3,1,Singapore,0,213.86,0.77
E2068,IT,Junior,Client Entertainment,1124.22,1112.86,26,2.9,4,1,India,1,11.36,0.99
E2069,Finance,Junior,Travel,488.37,433.03,20,3.3,13,1,USA,0,55.34,0.89
E2070,IT,Junior,Food,1083.69,760.42,14,3.8,8,1,USA,1,323.27,0.7
E2071,Sales,Executive,Supplies,640.95,528.58,27,4.0,12,1,UK,0,112.37,0.82
E2072,HR,Junior,Stay,1124.97,934.91,21,2.8,8,1,Singapore,0,190.06,0.83
E2073,IT,Junior,Stay,1863.4,1756.72,22,4.1,7,1,India,0,106.68,0.94
E2074,Operations,Mid,Travel,951.65,753.27,15,4.8,12,1,India,0,198.38,0.79
E2075,Operations,Junior,Travel,568.55,454.48,8,4.3,14,1,UK,0,114.07,0.8
E2076,Operations,Junior,Food,1094.83,789.54,7,2.3,11,1,India,1,305.29,0.72
E2077,IT,Junior,Client Entertainment,1189.68,933.98,4,3.4,13,1,USA,0,255.7,0.79
E2078,HR,Mid,Supplies,625.23,572.14,14,3.3,3,1,India,0,53.09,0.92
E2079,Operations,Mid,Stay,312.61,278.35,6,3.0,5,0,India,0,34.26,0.89
E2080,Sales,Mid,Travel,626.46,453.82,23,3.5,6,1,UK,0,172.64,0.72
E2081,Finance,Mid,Supplies,980.66,720.2,16,3.3,12,1,UK,0,260.46,0.73
E2082,Finance,Executive,Client Entertainment,817.87,665.0,15,2.0,0,1,India,0,152.87,0.81
E2083,HR,Mid,Stay,1431.0,1320.99,23,2.7,12,1,India,1,110.01,0.92
E2084,Operations,Junior,Stay,1206.85,1146.35,10,2.6,0,1,India,1,60.5,0.95
E2085,HR,Junior,Client Entertainment,1040.79,733.12,6,3.0,3,1,USA,0,307.67,0.7
E2086,HR,Mid,Stay,302.02,241.22,10,2.5,2,1,India,0,60.8,0.8
E2087,Finance,Senior,Client Entertainment,1252.16,1035.89,27,2.2,9,1,USA,0,216.27,0.83
E2088,Sales,Junior,Stay,1791.67,1743.9,27,2.6,3,1,UK,0,47.77,0.97
E2089,Sales,Senior,Food,1344.92,1143.75,1,4.6,12,1,UK,0,201.17,0.85
E2090,IT,Junior,Client Entertainment,736.92,575.47,1,4.4,12,1,India,0,161.45,0.78
E2091,Sales,Mid,Supplies,945.46,772.45,27,3.3,8,1,UK,1,173.01,0.82
E2092,Operations,Senior,Food,1183.63,983.52,5,4.6,1,1,UAE,0,200.11,0.83
E2093,IT,Junior,Supplies,1554.66,1400.75,2,2.7,13,1,India,0,153.91,0.9
E2094,HR,Mid,Stay,717.7,511.24,0,3.8,3,1,India,0,206.46,0.71
E2095,IT,Junior,Supplies,813.79,664.74,23,2.4,6,1,USA,1,149.05,0.82
E2096,Sales,Senior,Food,982.73,878.53,22,4.5,1,1,India,1,104.2,0.89
E2097,HR,Junior,Client Entertainment,947.73,743.96,19,2.4,7,1,UK,0,203.77,0.78
E2098,Sales,Senior,Travel,1316.94,1155.65,15,2.1,9,1,Singapore,1,161.29,0.88
E2099,Sales,Junior,Supplies,1104.92,891.87,13,2.8,3,1,USA,1,213.05,0.81
E2100,IT,Senior,Travel,441.13,409.2,16,4.7,8,1,UK,0,31.93,0.93
E2101,Operations,Mid,Supplies,737.29,529.5,17,2.4,13,1,UK,0,207.79,0.72
E2102,HR,Senior,Supplies,748.8,730.37,24,3.0,0,1,India,0,18.43,0.98
E2103,Finance,Junior,Client Entertainment,114.03,85.69,3,2.9,6,1,India,0,28.34,0.75
E2104,Sales,Executive,Stay,1371.85,1025.55,2,4.4,0,1,Singapore,0,346.3,0.75
E2105,Sales,Junior,Food,1052.97,1002.63,7,3.3,10,1,UAE,0,50.34,0.95
E2106,IT,Junior,Food,783.73,752.99,3,3.8,9,1,UK,0,30.74,0.96
E2107,Operations,Mid,Food,1361.04,990.69,22,3.2,10,1,UAE,0,370.35,0.73
E2108,Operations,Junior,Stay,1120.53,1089.85,14,3.7,8,1,India,0,30.68,0.97
E2109,IT,Junior,Travel,485.55,379.7,12,2.2,13,1,India,0,105.85,0.78
E2110,Operations,Executive,Food,1243.84,1101.53,13,3.1,11,0,India,0,142.31,0.89
E2111,Finance,Executive,Travel,1549.19,1116.31,29,4.6,9,1,India,0,432.88,0.72
E2112,IT,Mid,Stay,944.04,768.64,13,4.1,11,1,Singapore,0,175.4,0.81
E2113,Finance,Executive,Stay,973.18,812.82,4,4.9,12,1,UAE,0,160.36,0.84
E2114,Operations,Mid,Client Entertainment,1043.1,917.88,4,4.4,9,1,Singapore,0,125.22,0.88
E2115,Sales,Junior,Food,512.84,439.8,26,3.4,11,1,USA,0,73.04,0.86
E2116,Finance,Senior,Client Entertainment,1056.57,885.88,21,4.0,0,1,India,0,170.69,0.84
E2117,IT,Mid,Food,643.4,635.61,27,4.3,2,0,India,0,7.79,0.99
E2118,Sales,Executive,Stay,997.39,753.53,12,2.8,11,1,India,0,243.86,0.76
E2119,Finance,Junior,Stay,1066.36,796.99,3,2.2,6,1,UK,0,269.37,0.75
E2120,Operations,Mid,Supplies,1212.32,1108.09,17,3.2,13,1,USA,0,104.23,0.91
E2121,Sales,Junior,Supplies,1227.02,886.36,5,2.4,12,1,UAE,0,340.66,0.72
E2122,HR,Junior,Stay,628.92,531.36,28,2.8,0,1,Singapore,1,97.56,0.84
E2123,Operations,Junior,Stay,1075.05,908.65,4,4.8,14,1,India,1,166.4,0.85
E2124,IT,Executive,Travel,1382.44,1096.28,2,4.5,4,1,India,0,286.16,0.79
E2125,Operations,Senior,Travel,538.65,527.41,19,3.8,5,0,UK,1,11.24,0.98
E2126,Sales,Senior,Client Entertainment,1698.04,1332.56,2,3.2,13,0,India,1,365.48,0.78
E2127,Sales,Mid,Supplies,611.03,480.6,2,2.8,2,1,UK,1,130.43,0.79
E2128,Finance,Junior,Supplies,1650.98,1271.73,19,3.7,12,1,USA,0,379.25,0.77
E2129,Operations,Junior,Stay,618.06,459.68,1,3.6,5,1,India,1,158.38,0.74
E2130,IT,Junior,Stay,977.51,791.01,19,4.3,3,1,USA,0,186.5,0.81
E2131,Finance,Mid,Client Entertainment,922.84,834.49,25,4.8,5,1,USA,0,88.35,0.9
E2132,Finance,Senior,Supplies,453.28,418.22,26,3.0,5,1,Singapore,0,35.06,0.92
E2133,HR,Mid,Travel,1279.28,1207.67,17,2.6,3,1,India,0,71.61,0.94
E2134,HR,Junior,Food,1299.81,986.9,29,3.2,0,1,Singapore,1,312.91,0.76
E2135,Sales,Junior,Client Entertainment,1247.9,886.87,9,3.3,2,1,UK,0,361.03,0.71
E2136,Operations,Junior,Food,900.61,893.77,23,2.1,10,1,UK,1,6.84,0.99
E2137,Finance,Mid,Travel,719.3,506.6,25,4.6,9,1,India,1,212.7,0.7
E2138,Sales,Executive,Travel,1439.66,1422.68,20,5.0,6,1,USA,0,16.98,0.99
E2139,Finance,Mid,Food,1085.38,1029.64,28,4.8,1,1,USA,0,55.74,0.95
E2140,Operations,Senior,Client Entertainment,697.49,679.09,6,4.6,3,1,USA,0,18.4,0.97
E2141,Sales,Mid,Food,1085.81,886.19,26,5.0,5,1,UK,1,199.62,0.82
E2142,HR,Mid,Client Entertainment,330.12,250.61,19,4.7,4,1,USA,0,79.51,0.76
E2143,Sales,Junior,Client Entertainment,1043.11,919.96,25,4.1,13,1,Singapore,1,123.15,0.88
E2144,IT,Senior,Stay,1262.31,1164.32,21,2.5,5,1,India,1,97.99,0.92
E2145,HR,Senior,Supplies,928.24,686.21,28,2.5,4,1,Singapore,0,242.03,0.74
E2146,Sales,Junior,Supplies,1284.36,1206.38,27,2.1,8,1,India,1,77.98,0.94
E2147,HR,Mid,Travel,1325.29,1010.64,13,3.2,10,1,Singapore,0,314.65,0.76
E2148,IT,Mid,Stay,1110.13,940.84,9,4.4,11,1,UAE,0,169.29,0.85
E2149,HR,Mid,Supplies,1707.23,1633.72,19,3.5,12,1,India,0,73.51,0.96
E2150,Sales,Executive,Client Entertainment,1541.58,1168.56,15,3.1,1,1,USA,0,373.02,0.76
E2151,IT,Mid,Client Entertainment,1250.93,966.43,5,2.3,3,1,UK,0,284.5,0.77
E2152,Finance,Mid,Food,1142.05,820.94,16,2.2,0,1,India,0,321.11,0.72
E2153,Sales,Junior,Food,897.45,667.69,5,3.2,11,1,USA,0,229.76,0.74
E2154,Sales,Junior,Client Entertainment,741.13,551.37,21,2.3,12,1,India,0,189.76,0.74
E2155,Finance,Junior,Client Entertainment,1318.99,1003.79,17,2.3,6,1,Singapore,0,315.2,0.76
E2156,IT,Junior,Food,920.34,723.26,27,3.2,0,1,Singapore,0,197.08,0.79
E2157,Finance,Senior,Supplies,594.36,561.37,9,3.5,5,1,UK,0,32.99,0.94
E2158,IT,Senior,Travel,679.14,661.97,9,2.6,9,0,UK,1,17.17,0.97
E2159,HR,Junior,Food,731.92,601.56,8,4.1,9,1,UK,0,130.36,0.82
E2160,Sales,Senior,Supplies,1701.42,1256.44,21,3.3,12,1,India,1,444.98,0.74
E2161,Sales,Junior,Supplies,1339.13,1027.31,27,2.3,8,1,USA,1,311.82,0.77
E2162,Sales,Junior,Supplies,1013.71,933.49,14,3.9,1,1,USA,1,80.22,0.92
E2163,IT,Junior,Stay,1165.58,1052.78,10,3.1,0,1,UAE,0,112.8,0.9
E2164,Sales,Mid,Stay,1212.01,1200.09,28,2.2,11,1,UK,1,11.92,0.99
E2165,HR,Junior,Supplies,652.56,459.63,6,4.8,14,1,USA,1,192.93,0.7
E2166,Operations,Mid,Client Entertainment,532.97,493.12,17,3.7,10,1,UK,0,39.85,0.93
E2167,Sales,Mid,Stay,1420.62,1209.99,1,3.4,10,1,India,0,210.63,0.85
E2168,Finance,Executive,Food,460.11,446.68,1,4.6,10,1,UK,0,13.43,0.97
E2169,Sales,Junior,Stay,993.03,866.76,25,4.8,9,1,USA,0,126.27,0.87
E2170,IT,Junior,Client Entertainment,711.31,593.23,12,2.7,12,1,India,1,118.08,0.83
E2171,Sales,Junior,Travel,1088.4,979.29,10,4.4,2,1,USA,0,109.11,0.9
E2172,Finance,Mid,Stay,898.78,853.89,24,4.5,5,1,UK,1,44.89,0.95
E2173,Finance,Junior,Supplies,1213.59,952.37,18,2.2,14,1,USA,0,261.22,0.78
E2174,Operations,Senior,Supplies,100.0,73.23,28,4.1,12,1,USA,0,26.77,0.73
E2175,IT,Mid,Supplies,1448.27,1201.93,19,2.2,6,1,UK,1,246.34,0.83
E2176,Sales,Mid,Travel,1294.15,989.19,0,3.8,10,1,UK,0,304.96,0.76
E2177,IT,Mid,Client Entertainment,1404.62,1164.24,16,4.0,7,1,Singapore,0,240.38,0.83
E2178,Sales,Junior,Food,1358.55,1354.91,19,3.1,3,1,India,0,3.64,1.0
E2179,Sales,Junior,Client Entertainment,1125.52,981.72,29,4.6,7,1,UAE,1,143.8,0.87
E2180,HR,Junior,Travel,743.46,675.12,17,4.4,6,1,USA,0,68.34,0.91
E2181,IT,Mid,Supplies,1175.37,1061.81,7,4.8,10,0,UK,1,113.56,0.9
E2182,IT,Junior,Client Entertainment,1115.81,1055.8,12,2.9,7,1,UK,0,60.01,0.95
E2183,Finance,Junior,Food,1350.62,1327.99,3,2.1,4,1,India,0,22.63,0.98
E2184,IT,Executive,Supplies,1248.66,1120.85,18,4.4,9,1,India,0,127.81,0.9
E2185,Sales,Junior,Food,1037.69,874.6,2,2.7,6,1,UK,1,163.09,0.84
E2186,Operations,Senior,Stay,1173.25,933.14,5,3.4,13,1,USA,0,240.11,0.8
E2187,Operations,Senior,Food,1208.69,976.72,27,4.5,3,1,UK,0,231.97,0.81
E2188,Sales,Junior,Supplies,1435.33,1148.76,28,2.6,12,1,USA,1,286.57,0.8
E2189,Sales,Junior,Stay,1694.35,1350.97,5,2.9,0,1,India,0,343.38,0.8
E2190,Sales,Junior,Supplies,1238.83,1125.34,21,3.3,2,1,India,0,113.49,0.91
E2191,IT,Mid,Supplies,1210.55,1060.82,5,2.8,11,1,UK,0,149.73,0.88
E2192,Operations,Mid,Stay,910.8,692.75,23,3.4,9,1,India,1,218.05,0.76
E2193,Sales,Senior,Food,862.67,854.81,7,2.0,14,1,UK,1,7.86,0.99
E2194,HR,Executive,Travel,709.67,587.83,24,2.6,8,1,India,0,121.84,0.83
E2195,Finance,Mid,Travel,100.0,86.98,16,4.5,14,1,UK,0,13.02,0.87
E2196,IT,Junior,Travel,664.31,605.05,9,3.2,10,1,India,1,59.26,0.91
E2197,HR,Junior,Travel,930.91,823.02,23,3.9,3,1,India,0,107.89,0.88
E2198,Operations,Senior,Client Entertainment,877.5,696.13,4,2.7,13,1,UK,0,181.37,0.79
E2199,HR,Junior,Travel,1182.64,1110.87,18,3.9,4,1,USA,0,71.77,0.94
E2200,IT,Junior,Stay,678.39,497.29,10,5.0,14,0,India,0,181.1,0.73
E2201,Operations,Senior,Travel,696.0,606.01,9,3.8,2,1,UAE,0,89.99,0.87
E2202,Finance,Mid,Supplies,154.52,120.83,2,3.9,11,1,India,0,33.69,0.78
E2203,IT,Executive,Travel,1188.57,1051.56,21,2.3,10,1,USA,0,137.01,0.88
E2204,Finance,Mid,Food,644.87,493.58,23,3.2,5,1,India,1,151.29,0.77
E2205,Sales,Junior,Stay,713.6,664.83,9,4.6,3,1,India,1,48.77,0.93
E2206,Operations,Executive,Stay,1225.9,941.81,1,4.5,4,1,USA,0,284.09,0.77
E2207,IT,Junior,Client Entertainment,646.91,625.64,27,3.6,10,1,India,1,21.27,0.97
E2208,Operations,Junior,Supplies,1152.14,1104.28,8,4.7,6,0,UK,1,47.86,0.96
E2209,IT,Mid,Stay,517.35,418.39,4,2.4,11,1,India,0,98.96,0.81
E2210,Operations,Junior,Food,991.55,808.85,20,4.0,6,1,UK,0,182.7,0.82
E2211,Sales,Mid,Travel,756.14,688.43,16,2.7,8,1,India,1,67.71,0.91
E2212,Sales,Junior,Stay,893.48,649.66,5,3.9,1,1,India,0,243.82,0.73
E2213,Finance,Mid,Food,1604.67,1162.23,28,2.3,13,1,India,0,442.44,0.72
E2214,Operations,Mid,Travel,344.28,255.08,10,4.8,3,1,UK,0,89.2,0.74
E2215,Sales,Senior,Client Entertainment,1568.96,1363.03,26,4.4,14,1,USA,0,205.93,0.87
E2216,IT,Senior,Stay,632.49,471.02,4,2.6,7,1,Singapore,0,161.47,0.74
E2217,Sales,Junior,Stay,1347.63,1055.58,6,3.9,3,1,USA,0,292.05,0.78
E2218,IT,Mid,Food,1426.93,1275.78,6,4.3,11,1,UK,0,151.15,0.89
E2219,Operations,Mid,Supplies,1172.18,826.02,3,2.6,2,1,USA,0,346.16,0.7
E2220,Finance,Junior,Client Entertainment,512.62,386.55,20,2.3,13,0,India,1,126.07,0.75
E2221,Sales,Senior,Supplies,1108.97,1085.66,9,3.1,9,1,India,0,23.31,0.98
E2222,HR,Senior,Stay,2023.82,1819.57,29,2.4,5,0,USA,1,204.25,0.9
E2223,Finance,Junior,Supplies,1004.49,795.22,23,3.7,2,1,USA,0,209.27,0.79
E2224,IT,Mid,Travel,959.67,684.81,17,3.3,14,1,India,0,274.86,0.71
E2225,Finance,Junior,Client Entertainment,921.18,806.78,0,3.4,11,1,UK,0,114.4,0.88
E2226,HR,Mid,Supplies,1206.23,925.01,13,3.6,13,1,USA,0,281.22,0.77
E2227,IT,Junior,Travel,965.13,953.6,5,4.9,11,1,USA,0,11.53,0.99
E2228,HR,Executive,Food,1113.84,1009.23,10,4.4,1,1,India,0,104.61,0.91
E2229,IT,Senior,Supplies,883.07,876.22,13,3.9,8,1,USA,0,6.85,0.99
E2230,IT,Mid,Client Entertainment,585.5,558.96,19,3.1,2,1,India,0,26.54,0.95
E2231,Sales,Mid,Travel,1928.83,1629.68,28,2.1,0,1,India,0,299.15,0.84
E2232,Finance,Executive,Supplies,961.34,866.04,25,2.3,13,1,UK,1,95.3,0.9
E2233,Operations,Mid,Food,2279.36,2150.88,2,4.2,11,1,India,0,128.48,0.94
E2234,Operations,Junior,Supplies,1169.97,1021.91,15,3.1,14,1,India,0,148.06,0.87
E2235,Sales,Mid,Travel,1239.99,890.87,15,3.0,14,1,India,0,349.12,0.72
E2236,HR,Senior,Supplies,876.29,737.07,6,4.7,11,1,USA,0,139.22,0.84
E2237,Operations,Mid,Client Entertainment,762.82,563.85,7,3.5,12,1,India,0,198.97,0.74
E2238,Finance,Mid,Stay,885.33,809.6,26,4.7,12,1,India,0,75.73,0.91
E2239,Finance,Senior,Travel,667.07,603.16,27,4.7,8,1,USA,0,63.91,0.9
E2240,IT,Senior,Travel,630.13,628.79,3,2.2,4,1,USA,0,1.34,1.0
E2241,Sales,Executive,Travel,1713.84,1522.99,11,4.8,6,1,UAE,0,190.85,0.89
E2242,Finance,Junior,Travel,1319.9,1240.76,11,2.2,13,1,India,1,79.14,0.94
E2243,HR,Mid,Supplies,1599.27,1248.21,9,4.9,1,1,India,0,351.06,0.78
E2244,Operations,Senior,Client Entertainment,1449.96,1162.88,11,3.4,13,1,USA,0,287.08,0.8
E2245,Operations,Senior,Food,759.45,740.55,10,4.3,0,1,India,0,18.9,0.98
E2246,HR,Mid,Client Entertainment,384.13,355.91,10,4.1,5,1,Singapore,0,28.22,0.93
E2247,Finance,Junior,Travel,815.94,731.56,14,3.6,12,0,USA,0,84.38,0.9
E2248,Sales,Senior,Supplies,1036.73,804.72,5,3.9,4,1,India,0,232.01,0.78
E2249,HR,Senior,Supplies,1457.74,1325.92,28,4.8,9,1,UK,0,131.82,0.91
E2250,Finance,Junior,Travel,978.16,944.93,26,4.8,5,1,India,1,33.23,0.97
E2251,Finance,Mid,Supplies,2186.55,1681.98,10,4.0,1,1,UAE,0,504.57,0.77
E2252,Operations,Junior,Travel,826.92,754.02,1,4.0,6,1,Singapore,1,72.9,0.91
E2253,Sales,Junior,Client Entertainment,1236.42,1011.53,23,2.7,0,1,USA,1,224.89,0.82
E2254,Sales,Junior,Stay,760.56,559.49,21,4.5,10,0,India,1,201.07,0.74
E2255,Operations,Mid,Supplies,1162.51,1080.02,26,3.9,7,1,India,1,82.49,0.93
E2256,HR,Mid,Travel,949.77,712.46,8,4.5,13,1,India,0,237.31,0.75
E2257,HR,Mid,Travel,900.54,698.7,10,4.0,6,1,India,0,201.84,0.78
E2258,IT,Mid,Supplies,752.48,703.48,15,2.9,6,1,USA,1,49.0,0.93
E2259,IT,Senior,Food,1059.02,977.09,12,2.6,5,1,UAE,1,81.93,0.92
E2260,IT,Junior,Travel,1334.47,1035.89,12,2.2,9,1,USA,0,298.58,0.78
E2261,Sales,Junior,Supplies,609.97,599.17,21,3.8,4,1,UK,1,10.8,0.98
E2262,Sales,Senior,Travel,980.57,749.73,21,2.9,8,1,UK,1,230.84,0.76
E2263,Operations,Junior,Food,1197.25,1194.96,27,3.9,2,1,Singapore,1,2.29,1.0
E2264,IT,Executive,Stay,1273.16,1173.05,17,2.2,13,1,India,0,100.11,0.92
E2265,Sales,Senior,Food,1745.21,1427.15,20,3.1,8,1,USA,0,318.06,0.82
E2266,Sales,Mid,Client Entertainment,1231.47,910.19,24,2.8,4,0,UK,1,321.28,0.74
E2267,HR,Executive,Supplies,839.99,668.76,0,3.1,7,1,Singapore,0,171.23,0.8
E2268,Sales,Junior,Food,772.8,585.88,19,2.2,10,1,UAE,1,186.92,0.76
E2269,IT,Junior,Stay,767.9,680.78,9,4.2,2,1,UK,0,87.12,0.89
E2270,HR,Mid,Travel,745.61,601.75,25,2.4,6,0,India,1,143.86,0.81
E2271,Finance,Mid,Supplies,1086.29,856.55,29,2.0,9,1,USA,0,229.74,0.79
E2272,IT,Executive,Food,1168.22,1083.1,18,4.8,3,1,India,0,85.12,0.93
E2273,HR,Junior,Stay,1329.82,1022.87,16,2.6,4,1,USA,0,306.95,0.77
E2274,Sales,Mid,Food,1266.0,1109.1,0,4.5,3,1,USA,0,156.9,0.88
E2275,Operations,Mid,Client Entertainment,1498.44,1136.39,0,4.9,12,1,UK,0,362.05,0.76
E2276,Sales,Mid,Supplies,732.43,669.76,16,3.6,8,1,UAE,0,62.67,0.91
E2277,Sales,Junior,Travel,1654.59,1468.51,14,3.6,11,1,UK,0,186.08,0.89
E2278,HR,Mid,Stay,748.14,702.83,28,3.1,6,1,India,0,45.31,0.94
E2279,Sales,Senior,Food,1139.17,820.83,1,3.3,13,0,India,1,318.34,0.72
E2280,Finance,Junior,Supplies,922.1,703.59,10,3.4,14,1,Singapore,0,218.51,0.76
E2281,IT,Senior,Food,990.44,739.2,20,2.5,14,1,India,0,251.24,0.75
E2282,IT,Mid,Supplies,1268.92,960.78,1,3.1,5,1,India,0,308.14,0.76
E2283,HR,Senior,Client Entertainment,424.63,310.37,19,4.4,5,1,India,0,114.26,0.73
E2284,Finance,Senior,Food,667.71,579.99,8,2.5,10,1,USA,1,87.72,0.87
E2285,Finance,Junior,Client Entertainment,1299.69,1141.17,18,4.2,9,1,India,0,158.52,0.88
E2286,IT,Mid,Stay,999.14,952.23,1,4.0,6,1,UAE,0,46.91,0.95
E2287,Operations,Senior,Client Entertainment,897.35,740.6,15,2.2,4,1,UAE,0,156.75,0.83
E2288,IT,Mid,Supplies,551.62,474.24,19,2.1,9,1,UAE,0,77.38,0.86
E2289,HR,Executive,Stay,900.16,897.81,8,3.1,12,1,India,0,2.35,1.0
E2290,Finance,Mid,Food,1272.38,1093.68,19,4.1,13,1,UAE,0,178.7,0.86
E2291,Sales,Junior,Food,774.61,675.52,27,3.0,2,0,UAE,1,99.09,0.87
E2292,IT,Mid,Supplies,1545.63,1543.73,20,4.0,10,1,UAE,0,1.9,1.0
E2293,IT,Executive,Travel,1430.75,1428.23,3,4.0,10,0,UK,0,2.52,1.0
E2294,HR,Junior,Travel,859.98,711.38,28,4.4,2,0,UK,1,148.6,0.83
E2295,Finance,Senior,Food,762.26,678.78,23,2.3,6,1,India,0,83.48,0.89
E2296,Finance,Senior,Supplies,100.0,84.42,29,3.7,10,1,Singapore,0,15.58,0.84
E2297,IT,Mid,Travel,569.26,521.56,12,2.2,13,1,India,0,47.7,0.92
E2298,Finance,Junior,Client Entertainment,544.67,534.6,14,2.5,9,1,India,1,10.07,0.98
E2299,Finance,Senior,Food,427.61,339.05,19,3.0,0,1,UAE,0,88.56,0.79
E2300,IT,Junior,Client Entertainment,985.61,932.05,1,4.1,3,1,USA,0,53.56,0.95
E2301,Sales,Senior,Supplies,1124.83,1008.36,27,4.9,9,1,India,0,116.47,0.9
